,Nome dependencia Administrativa,Codigo Rede,Diretoria de ensino,Categoria,Tipo Escola,CodigoEscola,Codigo MEC,Nome Escola,Codigo Municipio,Municipio,Bairro,Codigo Distrito,Distrito,CEP,Complemento,Endereco,Numero,Ddd,Fone1,Fone2,Email,Zona
6013,MUNICIPAL,10210,LESTE 2,1,0,400075,35400075,DAMA ENTRE RIOS VERDES EMEF,100,SAO PAULO,PARQUE SANTA RITA,84,VILA CURUCA,8150040,AVENIDA,FERNANDO FIGUEIREDO LINS ,SN,,,,,1
6014,MUNICIPAL,10210,LESTE 2,1,0,207755,35207755,DARCY RIBEIRO EMEFM,100,SAO PAULO,SAO MIGUEL,74,SAO MIGUEL,8010100,RUA,RUA DANIEL BERNARDO,105,11,20372801,20379060,,1
6015,MUNICIPAL,10210,LESTE 2,1,0,243607,35243607,DIAS GOMES EMEF,100,SAO PAULO,VILA IOLANDA(LAJEADO),96,LAJEADO,8451550,RUA,ALESSIO PRATI ,42,11,25544503,29610086,EMEFDIASGOMES@PREFEITURA.SP.GOV.BR,1
6016,MUNICIPAL,10210,LESTE 2,1,0,94778,35094778,DILSON FUNARO EMEI,100,SAO PAULO,VILA DANUBIO AZUL,74,SAO MIGUEL,8241250,RUA,RUA ALBERTINA MEDEIROS,489,11,20510715,20544714,,1
6017,MUNICIPAL,10210,LESTE 2,1,0,74755,35074755,DORACIL DINA BENICIO PROFA EMEI,100,SAO PAULO,JARDIM BARTIRA,84,VILA CURUCA,8152100,RUA,BIG BOYS ,365,11,25618038,25676570,,1
6018,MUNICIPAL,10210,LESTE 2,1,0,237267,35237267,DORALICE PEREIRA DE SOUZA LEONARDO CENTRO ED INFANTIL,100,SAO PAULO,PARQUE SANTA AMELIA,36,ITAIM PAULISTA,8122440,AVENIDA,RIO MIRIVAI ,274,11,25631212,,,1
6019,MUNICIPAL,10210,LESTE 2,1,0,269505,35269505,EDI GREENFIELD PROFESSORA EMEI,100,SAO PAULO,CIDADE KEMEL,36,ITAIM PAULISTA,8130110,RUA,FERNANDO DE ALBUQUERQUE PRADO DESEMBARGADOR,650,11,25720822,25720982,,1
6020,MUNICIPAL,10210,LESTE 2,1,0,122658,35122658,EDNA ALVES DE SOUZA EMEI,100,SAO PAULO,LAJEADO,96,LAJEADO,8451420,RUA,MANUEL DA MOTA COUTINHO ,293,11,21539562,25576907,,1
6021,MUNICIPAL,10210,LESTE 2,1,0,327694,35327694,ELIZA MARA TORRES PROFESSORA EMEI,100,SAO PAULO,JARDIM SANTA TEREZINHA (ZONA LESTE),96,LAJEADO,8430027,RUA,BAIA DE CAETE ,SN,11,25137678,25137684,,1
6022,MUNICIPAL,10210,LESTE 2,1,0,495748,35495748,EMEI PROFESSORA MARISA LOPE PROFESSORA MARISA LOPES PINHEIRO,100,SAO PAULO,JARDIM NELIA,36,ITAIM PAULISTA,8142185,RUA,ROBERTO SAID ,183,11,20254087,,,1
6023,MUNICIPAL,10210,LESTE 2,1,0,58257,35058257,ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL PROFESSOR APPARECIDO DOMINGUES ,100,SAO PAULO,ITAIM PAULISTA,84,VILA CURUCA,8115000,AVENIDA,TITO MARECHAL,3400,11,25636122,25636132,,1
6024,MUNICIPAL,10210,LESTE 2,1,0,584253,35584253,ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL PROFESSORA ANA PAULA APARECIDA DINIZ PRIMO ,100,SAO PAULO,VILA NOVA CURUCA,96,LAJEADO,8032650,RUA,NILDO DO AMARAL JUNIOR PADRE,880,,,,,1
6025,MUNICIPAL,10210,LESTE 2,1,0,587679,35587679,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JARDIM SILVA TELES,100,SAO PAULO,JARDIM SILVA TELES,84,VILA CURUCA,8160475,RUA,FRED ASTAIRE ,167,,,,,1
6026,MUNICIPAL,10210,LESTE 2,1,0,200037,35200037,EUZEBIO ROCHA FILHO EMEF,100,SAO PAULO,PARQUE DOM JOAO NERI,84,VILA CURUCA,8151300,RUA,AMPARO DA SERRA ,SN,11,20351789,20354242,,1
6027,MUNICIPAL,10210,LESTE 2,1,0,55633,35055633,EZEQUIEL RAMOS JUNIOR EMEF,100,SAO PAULO,JARDIM CAMARGO NOVO,36,ITAIM PAULISTA,8142010,RUA,JOSE BORGES DO CANTO ,18,11,25673420,29632626,EMEFERJUNIOR@PREFEITURA.SP.GOV.BR,1
6028,MUNICIPAL,10210,LESTE 2,1,0,78761,35078761,FAUSTO RIBEIRO DA SILVA FILHO DR EMEI,100,SAO PAULO,VILA NOVA CURUCA,84,VILA CURUCA,8031240,RUA,ALEXANDRE DIAS NOGUEIRA ,365,11,20352297,20352517,,1
6029,MUNICIPAL,10210,LESTE 2,1,0,55256,35055256,FERNANDO DE AZEVEDO PROF EMEF,100,SAO PAULO,VILA NOVA CURUCA,84,VILA CURUCA,8032450,RUA,RUA TAPERA,415,11,20351648,25147430,EMEFFAZEVEDO@PREFEITURA.SP.GOV.BR,1
6030,MUNICIPAL,10210,LESTE 2,1,0,62790,35062790,FLAVIO AUGUSTO ROSA PROF EMEF,100,SAO PAULO,ITAIM,44,JARDIM HELENA,8190460,RUA,RUA GRUTA DAS PRINCESAS,165-A,11,25811398,25811786,EMEFFAROSA@PREFEITURA.SP.GOV.BR,1
6031,MUNICIPAL,10210,LESTE 2,1,0,52991,35052991,GRACILIANO RAMOS EMEI,100,SAO PAULO,VILA CURUCA,84,VILA CURUCA,8030290,RUA,RUA GUIRAPA,372,11,20351432,25147440,,1
6032,MUNICIPAL,10210,LESTE 2,1,0,90682,35090682,HELENA DE PAULA MARIN PROFA EMEI,100,SAO PAULO,JARDIM SAO VICENTE,74,SAO MIGUEL,8021480,RUA,RUA JOSE FERREIRA CRESPO,471,11,20375037,,,1
6033,MUNICIPAL,10210,LESTE 2,1,0,207871,35207871,HELENA LOPES SANTANA DA SILVA PROFA EMEI,100,SAO PAULO,GUAIANAZES,96,LAJEADO,8440180,RUA,RUA ANDES,851,11,25544458,25571909,,1
6034,MUNICIPAL,10210,LESTE 2,1,0,237346,35237346,HELENA PEREIRA DE MORAES CRECHE MUNICIPAL,100,SAO PAULO,SAO MIGUEL,44,JARDIM HELENA,8090460,RUA,RUA CARLO MARATTI,1,11,25813962,,,1
6035,MUNICIPAL,10210,LESTE 2,1,0,233894,35233894,HELIO TAVARES DR EMEF,100,SAO PAULO,ITAIM PAULISTA,36,ITAIM PAULISTA,8131360,RUA,RUA PAULO TAPAJOS,654,11,25668599,,EMEFHTAVARES@PREFEITURA.SP.GOV.BR,1
6036,MUNICIPAL,10210,LESTE 2,1,0,85558,35085558,HENRIQUE FELIPE COSTA - HENRICAO EMEF,100,SAO PAULO,JARDIM CAMPOS,84,VILA CURUCA,8160090,RUA,RUA PATAJUBA,18,11,20352612,20354244,,1
6037,MUNICIPAL,10210,LESTE 2,1,0,237322,35237322,HIGINO PELLEGRINI VEREADOR CRECHE MUNICIPAL,100,SAO PAULO,VILA AIMORE,44,JARDIM HELENA,8190000,RUA,CORDAO DE SAO FRANCISCO ,19,11,25866007,,,1
6038,MUNICIPAL,10210,LESTE 2,1,0,68718,35068718,IDEMIA DE GODOI PROFA EMEF,100,SAO PAULO,GUAIANAZES,96,LAJEADO,8440180,RUA,RUA ANDES,807,11,25544508,,EMEFIDEMIA@PREFEITURA.SP.GOV.BR,1
6039,MUNICIPAL,10210,LESTE 2,1,0,408566,35408566,IZABEL APARECIDA CRISTOVAO DA LUZ PROFA EMEF,100,SAO PAULO,JARDIM SAO LUIS (ZONA LESTE),36,ITAIM PAULISTA,8121001,RUA,ANTONIO DE SOUZA AMORIM ,SN,,,,,1
6040,MUNICIPAL,10210,LESTE 2,1,0,98759,35098759,J G DE ARAUJO JORGE EMEI,100,SAO PAULO,JARDIM DAS OLIVEIRAS,36,ITAIM PAULISTA,8111540,RUA,VALDOMIRO GONZAGA SILVA ,1209,11,25676528,29633403,,1
6041,MUNICIPAL,10210,LESTE 2,1,0,57605,35057605,JAMBEIRO CEU CEI,100,SAO PAULO,JARDIM SAO PAULO(ZONA LESTE),96,LAJEADO,8430810,AVENIDA,FLORES DO JAMBEIRO ,SN,11,29602011,29602012,,1
6042,MUNICIPAL,10210,LESTE 2,1,0,57551,35057551,JAMBEIRO CEU EMEF,100,SAO PAULO,JARDIM SAO PAULO(ZONA LESTE),96,LAJEADO,8430810,AVENIDA,FLORES DO JAMBEIRO ,SN,11,29262041,29602039,EMEFCEUJAMBEIRO@PREFEITURA.SP.GOV.BR,1
6043,MUNICIPAL,10210,LESTE 2,1,0,560431,35560431,JARDIM BARTIRA EMEF,100,SAO PAULO,VILA LOURDES,84,VILA CURUCA,8452340,ESTRADA,JOAO NERY DOM,SN,11,25714432,,EMEFJBARTIRA@PREFEITURA.SP.GOV.BR,1
6044,MUNICIPAL,10210,LESTE 2,1,0,237279,35237279,JARDIM CAMARGO NOVO CRECHE MUNICIPAL,100,SAO PAULO,JARDIM CAMARGO NOVO,36,ITAIM PAULISTA,8121180,RUA,RUA SARAVA,40,11,25722962,,,1
6045,MUNICIPAL,10210,LESTE 2,1,0,237224,35237224,JARDIM CAMARGO VELHO CRECHE MUNICIPAL,100,SAO PAULO,ITAIM PAULISTA,36,ITAIM PAULISTA,8120460,RUA,RUA FLORAI,322,11,25615696,,,1
6046,MUNICIPAL,10210,LESTE 2,1,0,237292,35237292,JARDIM CAMPOS CRECHE MUNICIPAL,100,SAO PAULO,JARDIM CAMPOS,84,VILA CURUCA,8151710,RUA,RUA ILHA DE MARUI,32,11,20353744,,,1
6047,MUNICIPAL,10210,LESTE 2,1,0,237097,35237097,JARDIM EVA CRECHE MUNICIPAL,100,SAO PAULO,JARDIM EVA,36,ITAIM PAULISTA,8143070,RUA,UBAI ,14,11,25618504,25722256,,1
6048,MUNICIPAL,10210,LESTE 2,1,0,237280,35237280,JARDIM MAIA CRECHE MUNICIPAL,100,SAO PAULO,JARDIM MAIA,44,JARDIM HELENA,8180190,AVENIDA,ESTRELA DA NOITE ,287,11,25817913,,,1
6049,MUNICIPAL,10210,LESTE 2,1,0,237255,35237255,JARDIM MILIUNAS CRECHE MUNICIPAL,100,SAO PAULO,JARDIM MELIUNAS,36,ITAIM PAULISTA,8111370,RUA,SARGACO ,437,11,25618970,,,1
6050,MUNICIPAL,10210,LESTE 2,1,0,237059,35237059,JARDIM NAZARE CRECHE MUNICIPAL,100,SAO PAULO,JARDIM NAZARETH,84,VILA CURUCA,8151320,RUA,RUA JOSE FELIPE AMARAL,45,11,20340766,25114824,,1
6051,MUNICIPAL,10210,LESTE 2,1,0,237243,35237243,JARDIM NELIA CRECHE MUNICIPAL,100,SAO PAULO,JARDIM ELZA,36,ITAIM PAULISTA,8121360,RUA,ESTEVAO PINHEIRO ,217,11,29632510,,,1
6052,MUNICIPAL,10210,LESTE 2,1,0,237061,35237061,JARDIM ROBRU II CRECHE MUNICIPAL,100,SAO PAULO,JD ROBRU,84,VILA CURUCA,8150280,RUA,RUA PEDRO G NASCIMENTO,42,11,20351833,,,1
6053,MUNICIPAL,10210,LESTE 2,1,0,237334,35237334,JARDIM SAO MARTINHO CRECHE MUNICIPAL,100,SAO PAULO,JARDIM MAIA,44,JARDIM HELENA,8180010,RUA,ERVA DO SERENO ,1505,11,25840189,,,1
6054,MUNICIPAL,10210,LESTE 2,1,0,270647,35270647,JARDIM SAO MARTINHO EMEI,100,SAO PAULO,JARDIM MAIA,44,JARDIM HELENA,8180010,RUA,RUA ERVA DO SERENO,SN,11,25840055,25851611,,1
6055,MUNICIPAL,10210,LESTE 2,1,0,237176,35237176,JARDIM SAO VICENTE CRECHE MUNICIPAL,100,SAO PAULO,CIDADE NOVA SAO MIGUEL,74,SAO MIGUEL,8042130,RUA,RUA MOHAMED IBRAHIN SALEH,222,11,20510645,20534188,,1
6056,MUNICIPAL,10210,LESTE 2,1,0,237309,35237309,JARDIM SILVA TELLES CRECHE MUNICIPAL,100,SAO PAULO,JARDIM SILVA TELES,84,VILA CURUCA,8160460,RUA,JOSE ALEXANDRE MACHADO ,587,11,25611647,,,1
6057,MUNICIPAL,10210,LESTE 2,1,0,237206,35237206,JARDIM VILA PEDROSO CRECHE MUNICIPAL,100,SAO PAULO,PARQUE SONIA,74,SAO MIGUEL,8020020,RUA,JULIAO PEREIRA MACHADO ,20,11,22970050,22974121,,1
6058,MUNICIPAL,10210,LESTE 2,1,0,55273,35055273,JOAO AUGUSTO BREVES DR EMEF,100,SAO PAULO,VILA PROGRESSO (ZONA LESTE),74,SAO MIGUEL,8240730,RUA,RUA CECILIA ITER,746,11,20518637,20534538,,1
6059,MUNICIPAL,10210,LESTE 2,1,0,237358,35237358,JOAO CARLOS FAIRBANKS VEREADOR CRECHE MUNICIPAL,100,SAO PAULO,JARDIM ROMANO,44,JARDIM HELENA,8191260,RUA,ANDRE FURTADO DE MENDONCA ,307,11,25816978,25817475,,1
6060,MUNICIPAL,10210,LESTE 2,1,0,55190,35055190,JOAO DE LIMA PAIVA PROF EMEF,100,SAO PAULO,GUAIANASES,96,LAJEADO,8450020,RUA,RUA GETULINA,278,11,25578176,,EMEFJLPAIVA@PREFEITURA.SP.GOV.BR,1
6061,MUNICIPAL,10210,LESTE 2,1,0,55219,35055219,JOAO RIBEIRO DE BARROS EMEF,100,SAO PAULO,VILA NOVA CURUCA,96,LAJEADO,8032370,RUA,RUA ANANAI,968,11,25133616,,EMEFJRBARROS@PREFEITURA.SP.GOV.BR,1
6062,MUNICIPAL,10210,LESTE 2,1,0,237449,35237449,JOAQUIM GOUVEIA FRANCO JUNIOR VEREADOR CRECHE MUNICIPAL,100,SAO PAULO,VILA CHABILANDIA,96,LAJEADO,8440440,RUA,RUA ARDOSIA,8,11,25542652,25579947,,1
6063,MUNICIPAL,10210,LESTE 2,1,0,83948,35083948,JOSE AMERICO DE ALMEIDA EMEF,100,SAO PAULO,VILA HELENA,44,JARDIM HELENA,8081410,RUA,RUA ALTOS DOS OITI,537,11,25810143,25814001,,1
6064,MUNICIPAL,10210,LESTE 2,1,0,55736,35055736,JOSE BENTO DE ASSIS PROF EMEF,100,SAO PAULO,VILA MARA,44,JARDIM HELENA,8081000,RUA,GONCALO DO RIO DAS PEDRAS SAO,140,11,25812539,25865301,,1
6065,MUNICIPAL,10210,LESTE 2,1,0,52966,35052966,JOSE DE ALENCAR EMEI,100,SAO PAULO,JARDIM SILVA TELES,84,VILA CURUCA,8160580,RUA,RUA ALICIO CLARA SIMEAO,251,11,25670009,25672626,,1
6066,MUNICIPAL,10210,LESTE 2,1,0,55244,35055244,JOSE DE ANCHIETA PADRE EMEF,100,SAO PAULO,VILA PROGRESSO (ZONA LESTE),74,SAO MIGUEL,8240530,AVENIDA,INAJA-GUACU ,13,11,20510087,20539520,,1
6067,MUNICIPAL,10210,LESTE 2,1,0,98760,35098760,JOSE ERMIRIO DE MORAIS SENADOR EMEF,100,SAO PAULO,JARDIM HELENA,44,JARDIM HELENA,8090290,RUA,RUA SAO BRAS DO SUACUI,159,11,25811484,25840444,,1
6068,MUNICIPAL,10210,LESTE 2,1,44,455908,35455908,JOSE GUILHERME GIANETTI CEU JAMBEIRO,100,SAO PAULO,JARDIM SAO PAULO(ZONA LESTE),96,LAJEADO,8430810,AVENIDA,FLORES DO JAMBEIRO ,60,,,,,1
6069,MUNICIPAL,10210,LESTE 2,1,0,98772,35098772,JOSE HONORIO RODRIGUES EMEF,100,SAO PAULO,JARDIM DOS IPES,84,VILA CURUCA,8160142,RUA,RUA DO POMBO CORREIO,50,11,25620150,25670016,,1
6070,MUNICIPAL,10210,LESTE 2,1,0,560443,35560443,JOSE MARIO PIRES AZANHA PROFESSOR EMEF,100,SAO PAULO,VILA PROGRESSO (ZONA LESTE),74,SAO MIGUEL,8245045,RUA,CHA DOS JESUITAS ,72,,,,,1
6071,MUNICIPAL,10210,LESTE 2,1,0,94785,35094785,JOSE PEDRO LEITE CORDEIRO DR EMEF,100,SAO PAULO,CIDADE KEMEL,36,ITAIM PAULISTA,8130110,RUA,FERNANDO DE ALBUQUERQUE PRADO DESEMBARGADOR,250,11,25677752,29633402,,1
6072,MUNICIPAL,10210,LESTE 2,1,0,408384,35408384,JOSEFA NICACIO ARAUJO PROFESSORA EMEF,100,SAO PAULO,JARDIM LAURA,36,ITAIM PAULISTA,8142235,RUA,MANUEL RODRIGUES SANTIAGO ,40,,,,,1
6073,MUNICIPAL,10210,LESTE 2,1,0,419436,35419436,JURANDI GOMES DE ARAUJO EMEF,100,SAO PAULO,ITAIM PAULISTA,36,ITAIM PAULISTA,8131325,RUA,RUA VISCONDE DE GUEDES TEIXEIRA,145,,,,,1
6074,MUNICIPAL,10210,LESTE 2,1,44,455507,35455507,LAJEADO CEU,100,SAO PAULO,LAJEADO,96,LAJEADO,8451420,RUA,MANUEL DA MOTA COUTINHO ,294,,,,,1
6075,MUNICIPAL,10210,LESTE 2,1,0,356852,35356852,LAJEADO CEU EMEF,100,SAO PAULO,LAJEADO,96,LAJEADO,8451420,RUA,MANUEL DA MOTA COUTINHO ,293,11,21539825,,EMEFCEULAJEADO@PREFEITURA.SP.GOV.BR,1
6076,MUNICIPAL,10210,LESTE 2,1,0,282327,35282327,LAURA DA CONCEICAO PEREIRA QUINTAES PROFA EMEI,100,SAO PAULO,JARDIM NELIA,36,ITAIM PAULISTA,8142230,RUA,LOURENCO FRANCO DO PRADO ,131,11,25610577,29630083,,1
6077,MUNICIPAL,10210,LESTE 2,1,0,92678,35092678,LEILA DINIZ EMEI,100,SAO PAULO,JARDIM MIRAGAIA,84,VILA CURUCA,8161310,RUA,RUA PEROBA ROSA,13,11,20355731,25138553,,1
6078,MUNICIPAL,10210,LESTE 2,1,0,237048,35237048,LIBERO ANCONA LOPES VER CRECHE MUNICIPAL,100,SAO PAULO,PARQUE INDUSTRIAL,84,VILA CURUCA,8031070,RUA,RUA BENEDITO RAPOSO,13,11,20351638,25132060,,1
6079,MUNICIPAL,10210,LESTE 2,1,0,447766,35447766,LOURO ROSA EMEI,100,SAO PAULO,JARDIM CAMARGO NOVO,36,ITAIM PAULISTA,8141670,B,LOURO-ROSA ,18,,,,,1
6080,MUNICIPAL,10210,LESTE 2,1,0,279336,35279336,LUCIANO MENDES DE ALMEIDA DOM CEI DIRETO,100,SAO PAULO,JARDIM FANGANIELLO,96,LAJEADO,8450560,RUA,GONCALO LOPES DE CAMARGO ,28,11,25521482,25544739,,1
6081,MUNICIPAL,10210,LESTE 2,1,0,55608,35055608,LUIS SAIA ARQUITETO EMEF,100,SAO PAULO,VILA AMERICANA,74,SAO MIGUEL,8010120,RUA,AMERICO GOMES DA COSTA ,93,11,22970628,22975456,,1
6082,MUNICIPAL,10210,LESTE 2,1,0,87166,35087166,LUIZA HELENA DE BARROS EMEI,100,SAO PAULO,JARDIM CAMPOS,84,VILA CURUCA,8160090,RUA,RUA PATAJUBA,8,11,20340207,20353777,,1
6083,MUNICIPAL,10210,LESTE 2,1,0,85561,35085561,MAGDALENA TAGLIAFERRO EMEI,100,SAO PAULO,PARQUE GUAIANASES,96,LAJEADO,8440000,RUA,RUA PORTO DO BEZERRA,1056,11,20340696,20351662,,1
6084,MUNICIPAL,10210,LESTE 2,1,0,271160,35271160,MARIA CLARA MACHADO CEU EMEF,100,SAO PAULO,CHACARA DONA OLIVIA,36,ITAIM PAULISTA,8141290,RUA,DANIEL MULLER ,347,11,25636230,25636232,,1
6085,MUNICIPAL,10210,LESTE 2,1,0,95667,35095667,MARIA DA CONCEICAO VIEIRA PEREIRA PROFA EMEI,100,SAO PAULO,PARQUE SANTA AMELIA,36,ITAIM PAULISTA,8122480,RUA,DIOGO DE GOUVEIA OSORIO ,18,11,25677375,,,1
6086,MUNICIPAL,10210,LESTE 2,1,0,55670,35055670,MARIA IMILDA DO SANTISSIMO SACRAMENTO MADRE EMEF,100,SAO PAULO,JARDIM MIRAGAIA,84,VILA CURUCA,8022080,RUA,RUA GENDIROBA,210,11,25845448,,,1
6087,MUNICIPAL,10210,LESTE 2,1,0,52978,35052978,MARIA QUITERIA EMEI,100,SAO PAULO,JARDIM MAIA,44,JARDIM HELENA,8081330,RUA,RUA MARFIM VEGETAL,126,11,25810422,,,1
6088,MUNICIPAL,10210,LESTE 2,1,0,408608,35408608,MARISA MORETTI CAMARA PROFESSORA EMEF,100,SAO PAULO,PARQUE DOM JOAO NERI,84,VILA CURUCA,8151300,RUA,AMPARO DA SERRA ,SN,,,,,1
6089,MUNICIPAL,10210,LESTE 2,1,0,408463,35408463,MURURES EMEF,100,SAO PAULO,JARDIM HELENA,44,JARDIM HELENA,8090580,RUA,MURURES ,434,11,25849411,,,1
6090,MUNICIPAL,10210,LESTE 2,1,0,237073,35237073,NAZARE CRECHE MUNICIPAL,100,SAO PAULO,JARDIM BARTIRA,84,VILA CURUCA,8152060,RUA,RUA DOS MASSEIROS,140,11,25118122,25722622,,1
6091,MUNICIPAL,10210,LESTE 2,1,0,237486,35237486,NEIDE KETELHUT CRECHE MUNICIPAL,100,SAO PAULO,JARDIM AURORA (ZONA LESTE),96,LAJEADO,8431160,AVENIDA,RUA CLAUDIO DA COSTA,312,11,20355236,20357921,,1
6092,MUNICIPAL,10210,LESTE 2,1,0,55645,35055645,NEWTON REIS GENERAL EMEF,100,SAO PAULO,JARDIM SILVA TELES,84,VILA CURUCA,8160460,RUA,JOSE ALEXANDRE MACHADO ,22,11,25617361,25670003,,1
6093,MUNICIPAL,10210,LESTE 2,1,0,68688,35068688,NILDO DO AMARAL JUNIOR PADRE EMEF,100,SAO PAULO,ITAIM PAULISTA,36,ITAIM PAULISTA,8140060,RUA,ANTONIO JOAO DE MEDEIROS ,1901,11,25674538,,,1
6094,MUNICIPAL,10210,LESTE 2,1,0,237085,35237085,NINHO ALEGRE CRECHE MUNICIPAL,100,SAO PAULO,CIDADE NOVA SAO MIGUEL,74,SAO MIGUEL,8042080,RUA,JOAO NICARIO ELEUTERIO ,430,11,20523893,20538030,,1
6095,MUNICIPAL,10210,LESTE 2,1,0,237197,35237197,ODILIA ALVES ALMEIDA SANTOS DONA CRECHE MUNICIPAL,100,SAO PAULO,CIDADE KEMEL,36,ITAIM PAULISTA,8130330,RUA,OSWALDO ARANHA BANDEIRA DE MELLO DESEMBARGADOR,376,11,25670262,,,1
6096,MUNICIPAL,10210,LESTE 2,1,0,52985,35052985,OVIDIO DECROLY EMEI,100,SAO PAULO,JARDIM CAMARGO NOVO,36,ITAIM PAULISTA,8121440,RUA,PIRAMIUNA ,95,11,29632541,69638272,,1
6097,MUNICIPAL,10210,LESTE 2,1,0,237218,35237218,PARQUE SANTA RITA CRECHE MUNICIPAL,100,SAO PAULO,PARQUE SANTA RITA,84,VILA CURUCA,8161530,RUA,MATEUS BARBOSA DE REZENDE ,120,11,20354740,,,1
6098,MUNICIPAL,10210,LESTE 2,1,0,481932,35481932,PARQUE SANTA RITA I EMEI,100,SAO PAULO,PARQUE SANTA RITA,84,VILA CURUCA,8150040,AVENIDA,FERNANDO FIGUEIREDO LINS ,SN,11,20358153,,,1
6099,MUNICIPAL,10210,LESTE 2,1,0,57915,35057915,PARQUE VEREDAS CEU CEI,100,SAO PAULO,CHACARA DONA OLIVIA,36,ITAIM PAULISTA,8141290,RUA,DANIEL MULLER ,347,11,25636215,25636216,,1
6100,MUNICIPAL,10210,LESTE 2,1,0,57903,35057903,PARQUE VEREDAS CEU EMEI,100,SAO PAULO,CHACARA DONA OLIVIA,36,ITAIM PAULISTA,8141290,RUA,DANIEL MULLER ,347,11,25636221,25636224,,1
6101,MUNICIPAL,10210,LESTE 2,1,44,455374,35455374,PARQUE VEREDAS JOAO ANTONIO DA SILVA CEU,100,SAO PAULO,CHACARA DONA OLIVIA,36,ITAIM PAULISTA,8141290,RUA,DANIEL MULLER ,348,,,,,1
6102,MUNICIPAL,10210,LESTE 2,1,0,237310,35237310,PAULO CESAR FONTELLES DE LIMA CRECHE MUNICIPAL,100,SAO PAULO,VILA ROSARIA,74,SAO MIGUEL,8021010,AVENIDA,RUA JOAO NERY DE CARVALHO,781,11,22970633,22971047,,1
6103,MUNICIPAL,10210,LESTE 2,1,0,55694,35055694,PAULO ROLIM LOUREIRO DOM EMEF,100,SAO PAULO,CIDADE NOVA SAO MIGUEL,74,SAO MIGUEL,8042080,RUA,JOAO NICARIO ELEUTERIO ,374,11,20534243,20544822,EMEFPRLOUREIRO@PREFEITURA.SP.GOV.BR,1
6104,MUNICIPAL,10210,LESTE 2,1,0,237516,35237516,PEDRO BRASIL BANDECCHI CRECHE MUNICIPAL,100,SAO PAULO,JARDIM ETELVINA,96,LAJEADO,8430560,RUA,RUA MARIA AMELIA ASSUNCAO,185,11,20340761,20350626,,1
6105,MUNICIPAL,10210,LESTE 2,1,0,55578,35055578,PEDRO DE FRONTIN ALMIRANTE EMEF,100,SAO PAULO,JARDIM SAO VICENTE,74,SAO MIGUEL,8021480,RUA,RUA JOSE FERREIRA CRESPO,495,11,22975814,,,1
6106,MUNICIPAL,10210,LESTE 2,1,0,52942,35052942,PEDRO II DOM EMEI,100,SAO PAULO,PARQUE PAULISTANO,44,JARDIM HELENA,8080650,RUA,JOSE DE PORCIUNCULA DOUTOR,1280,11,25814043,,,1
6107,MUNICIPAL,10210,LESTE 2,1,0,121708,35121708,PROFESSORA SILVANA APARECIDA TOBIAS CEU CEI,100,SAO PAULO,LAJEADO,96,LAJEADO,8451420,RUA,MANUEL DA MOTA COUTINHO ,293,11,21539852,25543379,,1
6108,MUNICIPAL,10210,LESTE 2,1,0,55682,35055682,RAIMUNDO CORREIA EMEF,100,SAO PAULO,PARQUE PAULISTANO,44,JARDIM HELENA,8080650,RUA,JOSE DE PORCIUNCULA DOUTOR,986,11,25816835,25852273,,1
6109,MUNICIPAL,10210,LESTE 2,1,0,279353,35279353,ROSA SABAG ADDAS CEI,100,SAO PAULO,VILA JUREMA,36,ITAIM PAULISTA,8130210,RUA,ALJEZUR VISCONDE,398,,,,,1
6110,MUNICIPAL,10210,LESTE 2,1,0,207780,35207780,SEBASTIANA DE ARRUDA CRUZ OLIVEIRA PROFA EMEI,100,SAO PAULO,ITAIM PAULISTA,36,ITAIM PAULISTA,8131360,RUA,PAULO TAPAJOS ,210,11,29633452,,,1
6111,MUNICIPAL,10210,LESTE 2,1,0,75395,35075395,SEVERINO DO RAMO EMEI,100,SAO PAULO,JARDIM ROBRU,84,VILA CURUCA,8150190,RUA,FRANCISCO MONTEIRO TAVARES ,235,11,20351871,20351902,,1
6112,MUNICIPAL,10210,LESTE 2,1,0,55657,35055657,SUD MENNUCCI EMEF,100,SAO PAULO,JARDIM CAMARGO NOVO,36,ITAIM PAULISTA,8121700,RUA,JOAO BISCIONE ,200,11,25672416,,,1
6113,MUNICIPAL,10210,LESTE 2,1,0,92666,35092666,TANCREDO NEVES PRESIDENTE EMEI,100,SAO PAULO,CIDADE KEMEL,36,ITAIM PAULISTA,8130090,RUA,RUA ANTONIO MARIA E RIVAS,287,11,29633405,29638629,,1
6114,MUNICIPAL,10210,LESTE 2,1,0,280458,35280458,TEXIMA CONJUNTO HABITACIONAL CEI,100,SAO PAULO,JARDIM DAS OLIVEIRAS,36,ITAIM PAULISTA,8111765,RUA,HENRIQUE ABADIE ,70,11,25721728,,,1
6115,MUNICIPAL,10210,LESTE 2,1,0,57575,35057575,THERESINHA SQUINCA DA SILVA PROFA CEU EMEI,100,SAO PAULO,JARDIM HELENA,96,LAJEADO,8420092,AVENIDA,JOSE PINHEIRO BORGES ,60,11,29602021,29602027,,1
6116,MUNICIPAL,10210,LESTE 2,1,0,357108,35357108,TRES PONTES CEU CEI,100,SAO PAULO,JARDIM CELIA,44,JARDIM HELENA,8191330,RUA,CAPACHOS ,344,11,33976414,,,1
